stop_name,daytime_routes,line,borough,structure,gtfs_longitude,gtfs_latitude,date,entries
Intervale Av,2 5,Lenox - White Plains Rd,Bx,Elevated,-73.896736,40.822181,2020-07-04,559
Prospect Av,2 5,Lenox - White Plains Rd,Bx,Elevated,-73.90177,40.819585,2020-07-04,1186
Jackson Av,2 5,Lenox - White Plains Rd,Bx,Elevated,-73.907807,40.81649,2020-07-04,900
3 Av - 149 St,2 5,Lenox - White Plains Rd,Bx,Subway,-73.917757,40.816109,2020-07-04,3501
Harlem - 148 St,3,Lenox - White Plains Rd,M,Subway,-73.93647,40.82388,2020-07-04,489
145 St,3,Lenox - White Plains Rd,M,Subway,-73.936245,40.820421,2020-07-04,432
135 St,2 3,Lenox - White Plains Rd,M,Subway,-73.94077,40.814229,2020-07-04,2125
125 St,2 3,Lenox - White Plains Rd,M,Subway,-73.945495,40.807754,2020-07-04,2308
Church Av,B Q,Broadway - Brighton,Bk,Open Cut,-73.962982,40.650527,2020-07-04,2875
116 St,2 3,Lenox - White Plains Rd,M,Subway,-73.949625,40.802098,2020-07-04,1514
Central Park North (110 St),2 3,Lenox - White Plains Rd,M,Subway,-73.951822,40.799075,2020-07-04,1317
Eastchester - Dyre Av,5,Dyre Av,Bx,At Grade,-73.830834,40.8883,2020-07-04,692
Baychester Av,5,Dyre Av,Bx,Open Cut,-73.838591,40.878663,2020-07-04,496
Gun Hill Rd,5,Dyre Av,Bx,Open Cut,-73.846384,40.869526,2020-07-04,615
Pelham Pkwy,5,Dyre Av,Bx,Open Cut,-73.855359,40.858985,2020-07-04,308
Morris Park,5,Dyre Av,Bx,Open Cut,-73.860495,40.854364,2020-07-04,281
Flushing - Main St,7,Flushing,Q,Subway,-73.83003,40.7596,2020-07-04,7332
Mets - Willets Point,7,Flushing,Q,Elevated,-73.845625,40.754622,2020-07-04,1095
111 St,7,Flushing,Q,Elevated,-73.855334,40.75173,2020-07-04,2553
Beverley Rd,B Q,Broadway - Brighton,Bk,Open Cut,-73.964492,40.644031,2020-07-04,664
103 St - Corona Plaza,7,Flushing,Q,Elevated,-73.8627,40.749865,2020-07-04,4453
Junction Blvd,7,Flushing,Q,Elevated,-73.869527,40.749145,2020-07-04,5557
90 St - Elmhurst Av,7,Flushing,Q,Elevated,-73.876613,40.748408,2020-07-04,3078
82 St - Jackson Hts,7,Flushing,Q,Elevated,-73.883697,40.747659,2020-07-04,2522
69 St,7,Flushing,Q,Elevated,-73.896403,40.746325,2020-07-04,815
Woodside - 61 St,7,Flushing,Q,Elevated,-73.902984,40.74563,2020-07-04,3009
52 St,7,Flushing,Q,Elevated,-73.912549,40.744149,2020-07-04,747
46 St,7,Flushing,Q,Elevated,-73.918435,40.743132,2020-07-04,1617
40 St,7,Flushing,Q,Elevated,-73.924016,40.743781,2020-07-04,1021
Cortelyou Rd,B Q,Broadway - Brighton,Bk,Open Cut,-73.963891,40.640927,2020-07-04,1056
33 St,7,Flushing,Q,Elevated,-73.930997,40.744587,2020-07-04,204
Queensboro Plaza,7,Flushing,Q,Elevated,-73.940202,40.750582,2020-07-04,1652
Hunters Point Av,7,Flushing,Q,Subway,-73.948916,40.742216,2020-07-04,165
Vernon Blvd - Jackson Av,7,Flushing,Q,Subway,-73.953581,40.742626,2020-07-04,2180
Newkirk Plaza,B Q,Broadway - Brighton,Bk,Open Cut,-73.962793,40.635082,2020-07-04,1787
34 St - 11 Av,7,Flushing,M,Subway,-74.00191,40.755882,2020-07-04,1056
96 St,Q,Second Av,M,Subway,-73.947152,40.784318,2020-07-04,2206
86 St,Q,Second Av,M,Subway,-73.951787,40.777891,2020-07-04,2035
72 St,Q,Second Av,M,Subway,-73.958424,40.768799,2020-07-04,2414
Avenue H,B Q,Broadway - Brighton,Bk,Open Cut,-73.961639,40.62927,2020-07-04,446
Avenue J,B Q,Broadway - Brighton,Bk,Open Cut,-73.960803,40.625039,2020-07-04,890
36 Av,N W,Astoria,Q,Elevated,-73.929575,40.756804,2020-07-04,894
Avenue M,B Q,Broadway - Brighton,Bk,Open Cut,-73.959399,40.617618,2020-07-04,757
St George,SIR,Staten Island,SI,Open Cut,-74.073643,40.643748,2020-07-04,649
Tompkinsville,SIR,Staten Island,SI,At Grade,-74.074835,40.636949,2020-07-04,98
Kings Hwy,B Q,Broadway - Brighton,Bk,Open Cut,-73.957734,40.60867,2020-07-04,2545
Avenue U,B Q,Broadway - Brighton,Bk,Open Cut,-73.955929,40.5993,2020-07-04,1102
Neck Rd,B Q,Broadway - Brighton,Bk,Open Cut,-73.955161,40.595246,2020-07-04,594
Sheepshead Bay,B Q,Broadway - Brighton,Bk,Open Cut,-73.954155,40.586896,2020-07-04,1784
Brighton Beach,B Q,Broadway - Brighton,Bk,Elevated,-73.961376,40.577621,2020-07-04,3213
Ocean Pkwy,Q,Broadway - Brighton,Bk,Elevated,-73.968501,40.576312,2020-07-04,960
W 8 St - NY Aquarium,F Q,Broadway - Brighton,Bk,Elevated,-73.975939,40.576127,2020-07-04,710
Coney Island - Stillwell Av,D F N Q,Sea Beach / West End / Culver / Brighton,Bk,Viaduct,-73.981233,40.577422,2020-07-04,7397
9 Av,D,West End,Bk,Open Cut,-73.994324,40.646292,2020-07-04,988
39 Av,N W,Astoria,Q,Elevated,-73.932755,40.752882,2020-07-04,254
Fort Hamilton Pkwy,D,West End,Bk,Elevated,-73.994304,40.640914,2020-07-04,686
6 Av,L,Canarsie,M,Subway,-73.996786,40.737335,2020-07-04,3890
Union Sq - 14 St,L,Canarsie,M,Subway,-73.99073,40.734789,2020-07-04,8993
149 St - Grand Concourse,4,Jerome Av,Bx,Subway,-73.927351,40.818375,2020-07-04,1992
161 St - Yankee Stadium,B D,Concourse,Bx,Subway,-73.925651,40.827905,2020-07-04,4009
168 St - Washington Hts,1,Broadway - 7Av,M,Subway,-73.940133,40.840556,2020-07-04,3095
Court Sq,7,Flushing,Q,Elevated,-73.945264,40.747023,2020-07-04,1421
34 St - Herald Sq,B D F M,6th Av - Culver,M,Subway,-73.987823,40.749719,2020-07-04,9255
4 Av,F G,6th Av - Culver,Bk,Viaduct,-73.989779,40.670272,2020-07-04,1396
42 St - Bryant Pk,B D F M,6th Av - Culver,M,Subway,-73.984569,40.754222,2020-07-04,2318
50 St,D,West End,Bk,Elevated,-73.994791,40.63626,2020-07-04,528
Grand Central - 42 St,7,Flushing,M,Subway,-73.976041,40.751431,2020-07-04,5522
Times Sq - 42 St,7,Flushing,M,Subway,-73.987691,40.755477,2020-07-04,14298
51 St,6,Lexington Av,M,Subway,-73.97192,40.757107,2020-07-04,659
59 St,4 5 6,Lexington Av,M,Subway,-73.967967,40.762526,2020-07-04,5600
59 St - Columbus Circle,A B C D,8th Av - Fulton St,M,Subway,-73.981736,40.768296,2020-07-04,5747
62 St,D,West End,Bk,Elevated,-73.996895,40.626472,2020-07-04,601
Jackson Hts - Roosevelt Av,E F M R,Queens Blvd,Q,Subway,-73.891338,40.746644,2020-07-04,9148
Atlantic Av - Barclays Ctr,D N R,4th Av,Bk,Subway,-73.97881,40.683666,2020-07-04,5117
8 Av,L,Canarsie,M,Subway,-74.002578,40.739777,2020-07-04,3106
Broadway-Lafayette St,B D F M,6th Av - Culver,M,Subway,-73.996204,40.725297,2020-07-04,2289
55 St,D,West End,Bk,Elevated,-73.995476,40.631435,2020-07-04,305
Borough Hall,2 3,Clark St,Bk,Subway,-73.989998,40.693219,2020-07-04,2219
Broadway Jct,L,Canarsie,Bk,Elevated,-73.90324,40.678856,2020-07-04,1974
Chambers St,J Z,Jamaica,M,Subway,-74.003401,40.713243,2020-07-04,1578
Canal St,J Z,Jamaica,M,Subway,-73.999892,40.718092,2020-07-04,3292
Cortlandt St,R W,Broadway,M,Subway,-74.011029,40.710668,2020-07-04,3280
Delancey St,F,6th Av - Culver,M,Subway,-73.988114,40.718611,2020-07-04,3558
Franklin Av,2 3 4 5,Eastern Pky,Bk,Subway,-73.958131,40.670682,2020-07-04,200
Franklin Av,S,Franklin Shuttle,Bk,Elevated,-73.955827,40.680596,2020-07-04,2738
Fulton St,2 3,Clark St,M,Subway,-74.006571,40.709416,2020-07-04,5747
Lorimer St,L,Canarsie,Bk,Subway,-73.950275,40.714063,2020-07-04,1941
Myrtle - Wyckoff Avs,M,Myrtle Av,Bk,Elevated,-73.912385,40.69943,2020-07-04,3678
South Ferry,1,Broadway - 7Av,M,Subway,-74.013664,40.702068,2020-07-04,2365
Jay St - MetroTech,A C F,8th Av - Fulton St,Bk,Subway,-73.987342,40.692338,2020-07-04,2940
71 St,D,West End,Bk,Elevated,-73.998864,40.619589,2020-07-04,862
79 St,D,West End,Bk,Elevated,-74.00061,40.613501,2020-07-04,808
18 Av,D,West End,Bk,Elevated,-74.001736,40.607954,2020-07-04,864
20 Av,D,West End,Bk,Elevated,-73.998168,40.604556,2020-07-04,862
Bay Pkwy,D,West End,Bk,Elevated,-73.993728,40.601875,2020-07-04,1344
25 Av,D,West End,Bk,Elevated,-73.986829,40.597704,2020-07-04,604
Bay 50 St,D,West End,Bk,Elevated,-73.983765,40.588841,2020-07-04,389
8 Av,N,Sea Beach,Bk,Open Cut,-74.011719,40.635064,2020-07-04,1152
Fort Hamilton Pkwy,N,Sea Beach,Bk,Open Cut,-74.005351,40.631386,2020-07-04,670
18 Av,N,Sea Beach,Bk,Open Cut,-73.990414,40.620671,2020-07-04,764
20 Av,N,Sea Beach,Bk,Open Cut,-73.985026,40.61741,2020-07-04,428
Bay Pkwy,N,Sea Beach,Bk,Open Cut,-73.981848,40.611815,2020-07-04,1331
Kings Hwy,N,Sea Beach,Bk,Open Cut,-73.980353,40.603923,2020-07-04,946
Avenue U,N,Sea Beach,Bk,Open Cut,-73.979137,40.597473,2020-07-04,624
86 St,N,Sea Beach,Bk,Open Cut,-73.97823,40.592721,2020-07-04,631
5 Av/59 St,N W R,Astoria,M,Subway,-73.973347,40.764811,2020-07-04,1332
121 St,J Z,Jamaica,Q,Elevated,-73.828294,40.700492,2020-07-04,360
111 St,J,Jamaica,Q,Elevated,-73.836345,40.697418,2020-07-04,329
104 St,J Z,Jamaica,Q,Elevated,-73.84433,40.695178,2020-07-04,457
Woodhaven Blvd,J Z,Jamaica,Q,Elevated,-73.851576,40.693879,2020-07-04,829
85 St - Forest Pkwy,J,Jamaica,Q,Elevated,-73.86001,40.692435,2020-07-04,655
75 St,J Z,Jamaica,Q,Elevated,-73.867139,40.691324,2020-07-04,615
Cypress Hills,J,Jamaica,Bk,Elevated,-73.87255,40.689941,2020-07-04,286
Crescent St,J Z,Jamaica,Bk,Elevated,-73.873785,40.683194,2020-07-04,832
Norwood Av,J Z,Jamaica,Bk,Elevated,-73.880039,40.68141,2020-07-04,583
Cleveland St,J,Jamaica,Bk,Elevated,-73.884639,40.679947,2020-07-04,563
57 St - 7 Av,N Q R W,Broadway - Brighton,M,Subway,-73.980658,40.764664,2020-07-04,2456
Van Siclen Av,J Z,Jamaica,Bk,Elevated,-73.891688,40.678024,2020-07-04,614
Alabama Av,J,Jamaica,Bk,Elevated,-73.898654,40.676992,2020-07-04,412
Chauncey St,J Z,Jamaica,Bk,Elevated,-73.910456,40.682893,2020-07-04,654
Halsey St,J,Jamaica,Bk,Elevated,-73.916559,40.68637,2020-07-04,1175
Gates Av,J Z,Jamaica,Bk,Elevated,-73.92227,40.68963,2020-07-04,1301
Kosciuszko St,J,Jamaica,Bk,Elevated,-73.928814,40.693342,2020-07-04,1033
Myrtle Av,J M Z,Jamaica,Bk,Elevated,-73.935657,40.697207,2020-07-04,1720
Flushing Av,J M,Jamaica,Bk,Elevated,-73.941126,40.70026,2020-07-04,1502
Lorimer St,J M,Jamaica,Bk,Elevated,-73.947408,40.703869,2020-07-04,602
Roosevelt Island Tram - Eastbound,,,,,-73.964191,40.761186,2020-07-04,1445
Roosevelt Island Tram - Westbound,,,,,-73.954097,40.757307,2020-07-04,1389
Howard Beach,,,,,-73.829638,40.661051,2020-07-04,286
Jamaica,,,,,-73.808416,40.698942,2020-07-04,1166
World Trade Center,,,,,-74.014129,40.7120525,2020-07-04,4668
33 St,,,,,-73.9898747,40.7478505,2020-07-04,3163
23 St,,,,,-73.9941768,40.7426718,2020-07-04,519
Exchange Pl,,,,,-74.033372,40.716554,2020-07-04,1265
Harrison,,,,,-74.1573444,40.7404721,2020-07-04,633
14 St,,,,,-73.9987414,40.7385072,2020-07-04,1006
Pavonia/Newport,,,,,-74.0382569,40.7250054,2020-07-04,1041
9 St,,,,,-74.0004635,40.7344094,2020-07-04,460
Christopher St,,,,,-74.0089239,40.732593,2020-07-04,451
Newark Penn Station,,,,,-74.1679197,40.7335855,2020-07-04,3189
Hoboken,,,,,-74.0332199,40.7349102,2020-07-04,1629
Grove St,,,,,-74.0448325,40.7236214,2020-07-04,1861
Journal Sq,,,,,-74.0686325,40.7303043,2020-07-04,4239
